Review,Liked,Review_cleaned,Polarity,Length,Word Counts
"The shower area is outside so you can only rinse, not take a full shower, unless you don't mind being nude for everyone to see!",0,"['shower', 'area', 'outside', 'rinse', 'take', 'full', 'shower', 'unless', 'dont', 'mind', 'nude', 'everyone', 'see']",0.175,105,13
The service was a bit lacking.,0,"['service', 'bit', 'lacking']",0.0,27,3
"Lobster Bisque, Bussell Sprouts, Risotto, Filet ALL needed salt and pepper..and of course there is none at the tables.",0,"['lobster', 'bisque', 'bussell', 'sprout', 'risotto', 'filet', 'needed', 'salt', 'pepperand', 'course', 'none', 'table']",0.0,109,12
Hopefully this bodes for them going out of business and someone who can cook can come in.,0,"['hopefully', 'bodes', 'going', 'business', 'someone', 'cook', 'come']",0.0,64,7
"It was either too cold, not enough flavor or just bad.",0,"['either', 'cold', 'enough', 'flavor', 'bad']",-0.4333333333333333,41,5
I loved the bacon wrapped dates.,1,"['loved', 'bacon', 'wrapped', 'date']",0.7,34,4
This is an unbelievable BARGAIN!,1,"['unbelievable', 'bargain']",-0.25,26,2
The folks at Otto always make us feel so welcome and special.,1,"['folk', 'otto', 'always', 'make', 'u', 'feel', 'welcome', 'special']",0.5785714285714286,62,8
"As for the ""mains,"" also uninspired.",0,"['main', 'also', 'uninspired']",-0.16666666666666669,28,3
This is the place where I first had pho and it was amazing!!,1,"['place', 'first', 'pho', 'amazing']",0.42500000000000004,33,4
This wonderful experience made this place a must-stop whenever we are in town again.,1,"['wonderful', 'experience', 'made', 'place', 'muststop', 'whenever', 'town']",1.0,70,7
"If the food isn't bad enough for you, then enjoy dealing with the world's worst/annoying drunk people.",0,"['food', 'isnt', 'bad', 'enough', 'enjoy', 'dealing', 'world', 'worstannoying', 'drunk', 'people']",-0.19999999999999996,89,10
Very very fun chef.,1,"['fun', 'chef']",0.3,14,2
"Ordered a double cheeseburger & got a single patty that was falling apart (picture uploaded) Yeah, still sucks.",0,"['ordered', 'double', 'cheeseburger', 'got', 'single', 'patty', 'falling', 'apart', 'picture', 'uploaded', 'yeah', 'still', 'suck']",-0.03571428571428571,119,13
Great place to have a couple drinks and watch any and all sporting events as the walls are covered with TV's.,1,"['great', 'place', 'couple', 'drink', 'watch', 'sporting', 'event', 'wall', 'covered', 'tv']",0.8,83,10
"If it were possible to give them zero stars, they'd have it.",0,"['possible', 'give', 'zero', 'star', 'theyd']",0.0,41,5
"The descriptions said ""yum yum sauce"" and another said ""eel sauce"", yet another said ""spicy mayo""...well NONE of the rolls had sauces on them.",0,"['description', 'said', 'yum', 'yum', 'sauce', 'another', 'said', 'eel', 'sauce', 'yet', 'another', 'said', 'spicy', 'mayowell', 'none', 'roll', 'sauce']",0.0,137,17
"I'd say that would be the hardest decision... Honestly, all of M's dishes taste how they are supposed to taste (amazing).",1,"['id', 'say', 'would', 'hardest', 'decision', 'honestly', 'm', 'dish', 'taste', 'supposed', 'taste', 'amazing']",0.6000000000000001,100,12
If she had not rolled the eyes we may have stayed... Not sure if we will go back and try it again.,0,"['rolled', 'eye', 'may', 'stayed', 'sure', 'go', 'back', 'try']",0.25,56,8
"Everyone is very attentive, providing excellent customer service.",1,"['everyone', 'attentive', 'providing', 'excellent', 'customer', 'service']",0.7,69,6
Horrible - don't waste your time and money.,0,"['horrible', 'dont', 'waste', 'time', 'money']",-0.6,42,5
Now this dish was quite flavourful.,1,"['dish', 'quite', 'flavourful']",0.0,29,3
By this time our side of the restaurant was almost empty so there was no excuse.,0,"['time', 'side', 'restaurant', 'almost', 'empty', 'excuse']",-0.07500000000000001,54,6
"(It wasn't busy either) Also, the building was FREEZING cold.",0,"['wasnt', 'busy', 'either', 'also', 'building', 'freezing', 'cold']",-0.25,61,7
"like the other reviewer said ""you couldn't pay me to eat at this place again.""",0,"['like', 'reviewer', 'said', 'couldnt', 'pay', 'eat', 'place']",0.0,56,7
-Drinks took close to 30 minutes to come out at one point.,0,"['drink', 'took', 'close', '30', 'minute', 'come', 'one', 'point']",0.0,59,8
"Seriously flavorful delights, folks.",1,"['seriously', 'flavorful', 'delight', 'folk']",-0.3333333333333333,42,4
Much better than the other AYCE sushi place I went to in Vegas.,1,"['much', 'better', 'ayce', 'sushi', 'place', 'went', 'vega']",0.5,54,7
The lighting is just dark enough to set the mood.,1,"['lighting', 'dark', 'enough', 'set', 'mood']",-0.075,41,5
Based on the sub-par service I received and no effort to show their gratitude for my business I won't be going back.,0,"['based', 'subpar', 'service', 'received', 'effort', 'show', 'gratitude', 'business', 'wont', 'going', 'back']",0.0,100,11
Owner's are really great people.!,1,"['owner', 'really', 'great', 'people']",0.8,35,4
There is nothing privileged about working/eating there.,0,"['nothing', 'privileged', 'workingeating']",0.0,40,3
The Greek dressing was very creamy and flavorful.,1,"['greek', 'dressing', 'creamy', 'flavorful']",0.0,41,4
"Overall, I don't think that I would take my parents to this place again because they made most of the similar complaints that I silently felt too.",0,"['overall', 'dont', 'think', 'would', 'take', 'parent', 'place', 'made', 'similar', 'complaint', 'silently', 'felt']",-0.075,105,12
Now the pizza itself was good the peanut sauce was very tasty.,1,"['pizza', 'good', 'peanut', 'sauce', 'tasty']",0.7,41,5
We had 7 at our table and the service was pretty fast.,1,"['7', 'table', 'service', 'pretty', 'fast']",0.225,39,5
Fantastic service here.,1,"['fantastic', 'service']",0.4,23,2
I as well would've given godfathers zero stars if possible.,0,"['well', 'wouldve', 'given', 'godfather', 'zero', 'star', 'possible']",0.0,63,7
They know how to make them here.,1,"['know', 'make']",0.0,15,2
very tough and very short on flavor!,0,"['tough', 'short', 'flavor']",-0.19444444444444445,26,3
I hope this place sticks around.,1,"['hope', 'place', 'stick', 'around']",0.0,33,4
"I have been in more than a few bars in Vegas, and do not ever recall being charged for tap water.",0,"['bar', 'vega', 'ever', 'recall', 'charged', 'tap', 'water']",0.0,54,7
The restaurant atmosphere was exquisite.,1,"['restaurant', 'atmosphere', 'exquisite']",1.0,39,3
"Good service, very clean, and inexpensive, to boot!",1,"['good', 'service', 'clean', 'inexpensive', 'boot']",0.5333333333333333,47,5
The seafood was fresh and generous in portion.,1,"['seafood', 'fresh', 'generous', 'portion']",0.3,40,4
"Plus, it's only 8 bucks.",1,"['plus', '8', 'buck']",0.0,19,3
"The service was not up to par, either.",0,"['service', 'par', 'either']",0.0,26,3
"Thus far, have only visited twice and the food was absolutely delicious each time.",1,"['thus', 'far', 'visited', 'twice', 'food', 'absolutely', 'delicious', 'time']",0.55,71,8
Just as good as when I had it more than a year ago!,1,"['good', 'year', 'ago']",0.7,21,3
"For a self proclaimed coffee cafe, I was wildly disappointed.",0,"['self', 'proclaimed', 'coffee', 'cafe', 'wildly', 'disappointed']",-0.75,61,6
The Veggitarian platter is out of this world!,1,"['veggitarian', 'platter', 'world']",0.0,33,3
You cant go wrong with any of the food here.,1,"['cant', 'go', 'wrong', 'food']",-0.5,28,4
You can't beat that.,1,"['cant', 'beat']",0.0,15,2
"Stopped by this place while in Madison for the Ironman, very friendly, kind staff.",1,"['stopped', 'place', 'madison', 'ironman', 'friendly', 'kind', 'staff']",0.4875,65,7
The chefs were friendly and did a good job.,1,"['chef', 'friendly', 'good', 'job']",0.5375,32,4
"I've had better, not only from dedicated boba tea spots, but even from Jenni Pho.",0,"['ive', 'better', 'dedicated', 'boba', 'tea', 'spot', 'even', 'jenni', 'pho']",0.5,69,9
I liked the patio and the service was outstanding.,1,"['liked', 'patio', 'service', 'outstanding']",0.55,41,4
The goat taco didn't skimp on the meat and wow what FLAVOR!,1,"['goat', 'taco', 'didnt', 'skimp', 'meat', 'wow', 'flavor']",0.1,53,7
I think not again,0,['think'],0.0,9,1
I had the mac salad and it was pretty bland so I will not be getting that again.,0,"['mac', 'salad', 'pretty', 'bland', 'getting']",0.04166666666666667,42,5
I went to Bachi Burger on a friend's recommendation and was not disappointed.,1,"['went', 'bachi', 'burger', 'friend', 'recommendation', 'disappointed']",-0.75,66,6
Service stinks here!,0,"['service', 'stink']",0.0,19,2
I waited and waited.,0,"['waited', 'waited']",0.0,19,2
"This place is not quality sushi, it is not a quality restaurant.",0,"['place', 'quality', 'sushi', 'quality', 'restaurant']",0.0,50,5
I would definitely recommend the wings as well as the pizza.,1,"['would', 'definitely', 'recommend', 'wing', 'well', 'pizza']",0.0,56,6
Great Pizza and Salads!,1,"['great', 'pizza', 'salad']",0.8,25,3
Things that went wrong: - They burned the saganaki.,0,"['thing', 'went', 'wrong', 'burned', 'saganaki']",-0.5,44,5
We waited an hour for what was a breakfast I could have done 100 times better at home.,0,"['waited', 'hour', 'breakfast', 'could', 'done', '100', 'time', 'better', 'home']",0.5,73,9
This place is amazing!,1,"['place', 'amazing']",0.6000000000000001,19,2
"I hate to disagree with my fellow Yelpers, but my husband and I were so disappointed with this place.",0,"['hate', 'disagree', 'fellow', 'yelpers', 'husband', 'disappointed', 'place']",-0.775,71,7
Waited 2 hours & never got either of our pizzas as many other around us who came in later did!,0,"['waited', '2', 'hour', 'never', 'got', 'either', 'pizza', 'many', 'around', 'u', 'came', 'later']",0.25,87,12
Just don't know why they were so slow.,0,"['dont', 'know', 'slow']",-0.30000000000000004,22,3
"The staff is great, the food is delish, and they have an incredible beer selection.",1,"['staff', 'great', 'food', 'delish', 'incredible', 'beer', 'selection']",0.8500000000000001,65,7
"I live in the neighborhood so I am disappointed I won't be back here, because it is a convenient location.",0,"['live', 'neighborhood', 'disappointed', 'wont', 'back', 'convenient', 'location']",-0.20454545454545456,76,7
I didn't know pulled pork could be soooo delicious.,1,"['didnt', 'know', 'pulled', 'pork', 'could', 'soooo', 'delicious']",1.0,60,7
"You get incredibly fresh fish, prepared with care.",1,"['get', 'incredibly', 'fresh', 'fish', 'prepared', 'care']",0.3,53,6
Before I go in to why I gave a 1 star rating please know that this was my third time eating at Bachi burger before writing a review.,0,"['go', 'gave', '1', 'star', 'rating', 'please', 'know', 'third', 'time', 'eating', 'bachi', 'burger', 'writing', 'review']",0.0,109,14
I love the fact that everything on their menu is worth it.,1,"['love', 'fact', 'everything', 'menu', 'worth']",0.4,43,5
Never again will I be dining at this place!,0,"['never', 'dining', 'place']",0.0,26,3
The food was excellent and service was very good.,1,"['food', 'excellent', 'service', 'good']",0.85,37,4
Good beer & drink selection and good food selection.,1,"['good', 'beer', 'drink', 'selection', 'good', 'food', 'selection']",0.7,61,7
Please stay away from the shrimp stir fried noodles.,0,"['please', 'stay', 'away', 'shrimp', 'stir', 'fried', 'noodle']",0.0,57,7
The potato chip order was sad... I could probably count how many chips were in that box and it was probably around 12.,0,"['potato', 'chip', 'order', 'sad', 'could', 'probably', 'count', 'many', 'chip', 'box', 'probably', 'around', '12']",0.0,103,13
Food was really boring.,0,"['food', 'really', 'boring']",-1.0,26,3
Good Service-check!,1,"['good', 'servicecheck']",0.7,23,2
This greedy corporation will NEVER see another dime from me!,0,"['greedy', 'corporation', 'never', 'see', 'another', 'dime']",0.0,55,6
"Will never, ever go back.",0,"['never', 'ever', 'go', 'back']",0.0,28,4
"As much as I'd like to go back, I can't get passed the atrocious service and will never return.",0,"['much', 'id', 'like', 'go', 'back', 'cant', 'get', 'passed', 'atrocious', 'service', 'never', 'return']",-0.16666666666666666,93,12
"In the summer, you can dine in a charming outdoor patio - so very delightful.",1,"['summer', 'dine', 'charming', 'outdoor', 'patio', 'delightful']",0.85,59,6
I did not expect this to be so good!,1,"['expect', 'good']",0.7,17,2
Fantastic food!,1,"['fantastic', 'food']",0.4,20,2
She ordered a toasted English muffin that came out untoasted.,0,"['ordered', 'toasted', 'english', 'muffin', 'came', 'untoasted']",0.0,59,6
The food was very good.,1,"['food', 'good']",0.7,15,2
Never going back.,0,"['never', 'going', 'back']",0.0,24,3
"Great food for the price, which is very high quality and house made.",1,"['great', 'food', 'price', 'high', 'quality', 'house', 'made']",0.48000000000000004,56,7
The bus boy on the other hand was so rude.,0,"['bus', 'boy', 'hand', 'rude']",-0.3,27,4
"By this point, my friends and I had basically figured out this place was a joke and didn't mind making it publicly and loudly known.",0,"['point', 'friend', 'basically', 'figured', 'place', 'joke', 'didnt', 'mind', 'making', 'publicly', 'loudly', 'known']",0.1,107,12
"Back to good BBQ, lighter fare, reasonable pricing and tell the public they are back to the old ways.",1,"['back', 'good', 'bbq', 'lighter', 'fare', 'reasonable', 'pricing', 'tell', 'public', 'back', 'old', 'way']",0.16666666666666666,96,12
"And considering the two of us left there very full and happy for about $20, you just can't go wrong.",1,"['considering', 'two', 'u', 'left', 'full', 'happy', '20', 'cant', 'go', 'wrong']",0.16249999999999998,72,10
All the bread is made in-house!,1,"['bread', 'made', 'inhouse']",0.0,26,3
The only downside is the service.,0,"['downside', 'service']",0.0,22,2
"Also, the fries are without a doubt the worst fries I've ever had.",0,"['also', 'fry', 'without', 'doubt', 'worst', 'fry', 'ive', 'ever']",-1.0,59,8
Service was exceptional and food was a good as all the reviews.,1,"['service', 'exceptional', 'food', 'good', 'review']",0.6833333333333333,48,5
"A couple of months later, I returned and had an amazing meal.",1,"['couple', 'month', 'later', 'returned', 'amazing', 'meal']",0.30000000000000004,54,6
Favorite place in town for shawarrrrrrma!!!!!!,1,"['favorite', 'place', 'town', 'shawarrrrrrma']",0.5,43,4
The black eyed peas and sweet potatoes... UNREAL!,1,"['black', 'eyed', 'pea', 'sweet', 'potato', 'unreal']",0.09166666666666666,48,6
You won't be disappointed.,1,"['wont', 'disappointed']",-0.75,23,2
"They could serve it with just the vinaigrette and it may make for a better overall dish, but it was still very good.",1,"['could', 'serve', 'vinaigrette', 'may', 'make', 'better', 'overall', 'dish', 'still', 'good']",0.39999999999999997,85,10
"I go to far too many places and I've never seen any restaurant that serves a 1 egg breakfast, especially for $4.00.",0,"['go', 'far', 'many', 'place', 'ive', 'never', 'seen', 'restaurant', 'serf', '1', 'egg', 'breakfast', 'especially', '400']",0.19999999999999998,109,14
When my mom and I got home she immediately got sick and she only had a few bites of salad.,0,"['mom', 'got', 'home', 'immediately', 'got', 'sick', 'bite', 'salad']",-0.7142857142857143,62,8
The servers are not pleasant to deal with and they don't always honor Pizza Hut coupons.,0,"['server', 'pleasant', 'deal', 'dont', 'always', 'honor', 'pizza', 'hut', 'coupon']",0.7333333333333333,75,9
"Both of them were truly unbelievably good, and I am so glad we went back.",1,"['truly', 'unbelievably', 'good', 'glad', 'went', 'back']",0.39999999999999997,52,6
"We had fantastic service, and were pleased by the atmosphere.",1,"['fantastic', 'service', 'pleased', 'atmosphere']",0.45,46,4
Everything was gross.,0,"['everything', 'gross']",0.0,22,2
I love this place.,1,"['love', 'place']",0.5,16,2
Great service and food.,1,"['great', 'service', 'food']",0.8,26,3
First - the bathrooms at this location were dirty- Seat covers were not replenished & just plain yucky!!!,0,"['first', 'bathroom', 'location', 'dirty', 'seat', 'cover', 'replenished', 'plain', 'yucky']",-0.1880952380952381,84,9
"The burger... I got the ""Gold Standard"" a $17 burger and was kind of disappointed.",0,"['burger', 'got', 'gold', 'standard', '17', 'burger', 'kind', 'disappointed']",-0.05000000000000001,70,8
"OMG, the food was delicioso!",1,"['omg', 'food', 'delicioso']",0.0,26,3
There is nothing authentic about this place.,0,"['nothing', 'authentic', 'place']",0.5,31,3
the spaghetti is nothing special whatsoever.,0,"['spaghetti', 'nothing', 'special', 'whatsoever']",0.35714285714285715,46,4
"Of all the dishes, the salmon was the best, but all were great.",1,"['dish', 'salmon', 'best', 'great']",0.9,32,4
The vegetables are so fresh and the sauce feels like authentic Thai.,1,"['vegetable', 'fresh', 'sauce', 'feel', 'like', 'authentic', 'thai']",0.4,62,7
It's worth driving up from Tucson!,1,"['worth', 'driving', 'tucson']",0.3,28,3
The selection was probably the worst I've seen in Vegas.....there was none.,0,"['selection', 'probably', 'worst', 'ive', 'seen', 'vegasthere', 'none']",-1.0,65,7
Pretty good beer selection too.,1,"['pretty', 'good', 'beer', 'selection']",0.475,36,4
"This place is like Chipotle, but BETTER.",1,"['place', 'like', 'chipotle', 'better']",0.5,36,4
"Classy/warm atmosphere, fun and fresh appetizers, succulent steaks (Baseball steak!!!!!",1,"['classywarm', 'atmosphere', 'fun', 'fresh', 'appetizer', 'succulent', 'steak', 'baseball', 'steak']",0.3,92,9
5 stars for the brick oven bread app!,1,"['5', 'star', 'brick', 'oven', 'bread', 'app']",0.0,41,6
"I have eaten here multiple times, and each time the food was delicious.",1,"['eaten', 'multiple', 'time', 'time', 'food', 'delicious']",0.5,53,6
We sat another ten minutes and finally gave up and left.,0,"['sat', 'another', 'ten', 'minute', 'finally', 'gave', 'left']",0.0,56,7
He was terrible!,0,['terrible'],-1.0,12,1
Everyone is treated equally special.,1,"['everyone', 'treated', 'equally', 'special']",0.35714285714285715,42,4
It shouldn't take 30 min for pancakes and eggs.,0,"['shouldnt', 'take', '30', 'min', 'pancake', 'egg']",0.0,46,6
It was delicious!!!,1,['delicious'],1.0,13,1
"On the good side, the staff was genuinely pleasant and enthusiastic - a real treat.",1,"['good', 'side', 'staff', 'genuinely', 'pleasant', 'enthusiastic', 'real', 'treat']",0.5583333333333333,76,8
"Sadly, Gordon Ramsey's Steak is a place we shall sharply avoid during our next trip to Vegas.",0,"['sadly', 'gordon', 'ramseys', 'steak', 'place', 'shall', 'sharply', 'avoid', 'next', 'trip', 'vega']",-0.20833333333333334,91,11
As always the evening was wonderful and the food delicious!,1,"['always', 'evening', 'wonderful', 'food', 'delicious']",1.0,51,5
Best fish I've ever had in my life!,1,"['best', 'fish', 'ive', 'ever', 'life']",1.0,35,5
(The bathroom is just next door and very nice.),1,"['bathroom', 'next', 'door', 'nice']",0.3,33,4
The buffet is small and all the food they offered was BLAND.,0,"['buffet', 'small', 'food', 'offered', 'bland']",-0.20833333333333331,43,5
This is an Outstanding little restaurant with some of the Best Food I have ever tasted.,1,"['outstanding', 'little', 'restaurant', 'best', 'food', 'ever', 'tasted']",0.4375,67,7
Pretty cool I would say.,1,"['pretty', 'cool', 'would', 'say']",0.3,31,4
Definitely a turn off for me & i doubt I'll be back unless someone else is buying.,0,"['definitely', 'turn', 'doubt', 'ill', 'back', 'unless', 'someone', 'else', 'buying']",-0.16666666666666666,77,9
Server did a great job handling our large rowdy table.,1,"['server', 'great', 'job', 'handling', 'large', 'rowdy', 'table']",0.5071428571428571,59,7
"I find wasting food to be despicable, but this just wasn't food.",0,"['find', 'wasting', 'food', 'despicable', 'wasnt', 'food']",0.0,53,6
My wife had the Lobster Bisque soup which was lukewarm.,0,"['wife', 'lobster', 'bisque', 'soup', 'lukewarm']",0.0,45,5
Would come back again if I had a sushi craving while in Vegas.,1,"['would', 'come', 'back', 'sushi', 'craving', 'vega']",0.0,48,6
"The staff are great, the ambiance is great.",1,"['staff', 'great', 'ambiance', 'great']",0.8,36,4
He deserves 5 stars.,1,"['deserves', '5', 'star']",0.0,23,3
I left with a stomach ache and felt sick the rest of the day.,0,"['left', 'stomach', 'ache', 'felt', 'sick', 'rest', 'day']",-0.35714285714285715,52,7
They dropped more than the ball.,0,"['dropped', 'ball']",0.0,18,2
"The dining space is tiny, but elegantly decorated and comfortable.",1,"['dining', 'space', 'tiny', 'elegantly', 'decorated', 'comfortable']",0.3,63,6
"They will customize your order any way you'd like, my usual is Eggplant with Green Bean stir fry, love it!",1,"['customize', 'order', 'way', 'youd', 'like', 'usual', 'eggplant', 'green', 'bean', 'stir', 'fry', 'love']",0.016666666666666663,95,12
And the beans and rice were mediocre at best.,0,"['bean', 'rice', 'mediocre', 'best']",0.25,33,4
Best tacos in town by far!!,1,"['best', 'taco', 'town', 'far']",0.55,28,4
I took back my money and got outta there.,0,"['took', 'back', 'money', 'got', 'outta']",0.0,37,5
"In an interesting part of town, this place is amazing.",1,"['interesting', 'part', 'town', 'place', 'amazing']",0.55,47,5
RUDE & INCONSIDERATE MANAGEMENT.,0,"['rude', 'inconsiderate', 'management']",-0.3,37,3
"The staff are now not as friendly, the wait times for being served are horrible, no one even says hi for the first 10 minutes.",0,"['staff', 'friendly', 'wait', 'time', 'served', 'horrible', 'one', 'even', 'say', 'hi', 'first', '10', 'minute']",-0.125,100,13
I won't be back.,0,"['wont', 'back']",0.0,15,2
They have great dinners.,1,"['great', 'dinner']",0.8,18,2
The service was outshining & I definitely recommend the Halibut.,1,"['service', 'outshining', 'definitely', 'recommend', 'halibut']",0.0,59,5
The food was terrible.,0,"['food', 'terrible']",-1.0,19,2
WILL NEVER EVER GO BACK AND HAVE TOLD MANY PEOPLE WHAT HAD HAPPENED.,0,"['never', 'ever', 'go', 'back', 'told', 'many', 'people', 'happened']",0.25,62,8
I don't recommend unless your car breaks down in front of it and you are starving.,0,"['dont', 'recommend', 'unless', 'car', 'break', 'front', 'starving']",0.0,62,7
I will come back here every time I'm in Vegas.,1,"['come', 'back', 'every', 'time', 'im', 'vega']",0.0,42,6
This place deserves one star and 90% has to do with the food.,0,"['place', 'deserves', 'one', 'star', '90', 'food']",0.0,45,6
This is a disgrace.,0,['disgrace'],0.0,12,1
Def coming back to bowl next time,1,"['def', 'coming', 'back', 'bowl', 'next', 'time']",0.0,44,6
"If you want healthy authentic or ethic food, try this place.",1,"['want', 'healthy', 'authentic', 'ethic', 'food', 'try', 'place']",0.5,59,7
I will continue to come here on ladies night andddd date night ... highly recommend this place to anyone who is in the area.,1,"['continue', 'come', 'lady', 'night', 'andddd', 'date', 'night', 'highly', 'recommend', 'place', 'anyone', 'area']",0.16,103,12
"I have been here several times in the past, and the experience has always been great.",1,"['several', 'time', 'past', 'experience', 'always', 'great']",0.18333333333333335,55,6
We walked away stuffed and happy about our first Vegas buffet experience.,1,"['walked', 'away', 'stuffed', 'happy', 'first', 'vega', 'buffet', 'experience']",0.525,72,8
Service was excellent and prices are pretty reasonable considering this is Vegas and located inside the Crystals shopping mall by Aria.,1,"['service', 'excellent', 'price', 'pretty', 'reasonable', 'considering', 'vega', 'located', 'inside', 'crystal', 'shopping', 'mall', 'aria']",0.48333333333333334,128,13
"To summarize... the food was incredible, nay, transcendant... but nothing brings me joy quite like the memory of the pneumatic condiment dispenser.",1,"['summarize', 'food', 'incredible', 'nay', 'transcendant', 'nothing', 'brings', 'joy', 'quite', 'like', 'memory', 'pneumatic', 'condiment', 'dispenser']",0.8500000000000001,139,14
I'm probably one of the few people to ever go to Ians and not like it.,0,"['im', 'probably', 'one', 'people', 'ever', 'go', 'ians', 'like']",0.0,58,8
Kids pizza is always a hit too with lots of great side dish options for the kiddos!,1,"['kid', 'pizza', 'always', 'hit', 'lot', 'great', 'side', 'dish', 'option', 'kiddos']",0.8,76,10
Service is perfect and the family atmosphere is nice to see.,1,"['service', 'perfect', 'family', 'atmosphere', 'nice', 'see']",0.8,56,6
Cooked to perfection and the service was impeccable.,1,"['cooked', 'perfection', 'service', 'impeccable']",0.75,46,4
This one is simply a disappointment.,0,"['one', 'simply', 'disappointment']",-0.6,33,3
"Overall, I was very disappointed with the quality of food at Bouchon.",0,"['overall', 'disappointed', 'quality', 'food', 'bouchon']",-0.375,53,5
I don't have to be an accountant to know I'm getting screwed!,0,"['dont', 'accountant', 'know', 'im', 'getting', 'screwed']",0.0,53,6
"Great place to eat, reminds me of the little mom and pop shops in the San Francisco Bay Area.",1,"['great', 'place', 'eat', 'reminds', 'little', 'mom', 'pop', 'shop', 'san', 'francisco', 'bay', 'area']",0.30625,92,12
Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible.,1,"['today', 'first', 'taste', 'buldogis', 'gourmet', 'hot', 'dog', 'tell', 'ever', 'thought', 'possible']",0.16666666666666666,93,11
Left very frustrated.,0,"['left', 'frustrated']",-0.35,21,2
I'll definitely be in soon again.,1,"['ill', 'definitely', 'soon']",-0.25,27,3
Food was really good and I got full petty fast.,1,"['food', 'really', 'good', 'got', 'full', 'petty', 'fast']",0.4166666666666666,52,7
Service was fantastic.,1,"['service', 'fantastic']",0.4,23,2
TOTAL WASTE OF TIME.,0,"['total', 'waste', 'time']",-0.1,24,3
I don't know what kind it is but they have the best iced tea.,1,"['dont', 'know', 'kind', 'best', 'iced', 'tea']",0.8,42,6
"Come hungry, leave happy and stuffed!",1,"['come', 'hungry', 'leave', 'happy', 'stuffed']",0.8,43,5
"For service, I give them no stars.",0,"['service', 'give', 'star']",0.0,25,3
I can assure you that you won't be disappointed.,1,"['assure', 'wont', 'disappointed']",-0.75,32,3
I can take a little bad service but the food sucks.,0,"['take', 'little', 'bad', 'service', 'food', 'suck']",-0.4437499999999999,47,6
Gave up trying to eat any of the crust (teeth still sore).,0,"['gave', 'trying', 'eat', 'crust', 'teeth', 'still', 'sore']",0.0,54,7
But now I was completely grossed out.,0,"['completely', 'grossed']",0.1,24,2
I really enjoyed eating here.,1,"['really', 'enjoyed', 'eating']",0.5,29,3
First time going but I think I will quickly become a regular.,1,"['first', 'time', 'going', 'think', 'quickly', 'become', 'regular']",0.19444444444444442,61,7
"Our server was very nice, and even though he looked a little overwhelmed with all of our needs, he stayed professional and friendly until the end.",1,"['server', 'nice', 'even', 'though', 'looked', 'little', 'overwhelmed', 'need', 'stayed', 'professional', 'friendly', 'end']",0.221875,113,12
From what my dinner companions told me...everything was very fresh with nice texture and taste.,1,"['dinner', 'companion', 'told', 'meeverything', 'fresh', 'nice', 'texture', 'taste']",0.44999999999999996,77,8
"On the ground, right next to our table was a large, smeared, been-stepped-in-and-tracked-everywhere pile of green bird poop.",0,"['ground', 'right', 'next', 'table', 'large', 'smeared', 'beensteppedinandtrackedeverywhere', 'pile', 'green', 'bird', 'poop']",0.075,116,11
"Furthermore, you can't even find hours of operation on the website!",0,"['furthermore', 'cant', 'even', 'find', 'hour', 'operation', 'website']",0.0,65,7
We've tried to like this place but after 10+ times I think we're done with them.,0,"['weve', 'tried', 'like', 'place', '10', 'time', 'think', 'done']",0.0,58,8
What a mistake that was!,0,['mistake'],0.0,11,1
No complaints!,1,['complaint'],-0.3,13,1
This is some seriously good pizza and I'm an expert/connisseur on the topic.,1,"['seriously', 'good', 'pizza', 'im', 'expertconnisseur', 'topic']",0.7,60,6
Waiter was a jerk.,0,"['waiter', 'jerk']",0.0,17,2
"Strike 2, who wants to be rushed.",0,"['strike', '2', 'want', 'rushed']",0.0,30,4
These are the nicest restaurant owners I've ever come across.,1,"['nicest', 'restaurant', 'owner', 'ive', 'ever', 'come', 'across']",0.0,60,7
I never come again.,0,"['never', 'come']",0.0,16,2
We loved the biscuits!!!,1,"['loved', 'biscuit']",0.7,19,2
Service is quick and friendly.,1,"['service', 'quick', 'friendly']",0.35416666666666663,30,3
Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.,0,"['ordered', 'appetizer', 'took', '40', 'minute', 'pizza', 'another', '10', 'minute']",0.0,76,9
So absolutley fantastic.,1,"['absolutley', 'fantastic']",0.4,26,2
It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.,0,"['huge', 'awkward', '15lb', 'piece', 'cow', '34ths', 'gristle', 'fat']",-0.11111111111111109,63,8
definitely will come back here again.,1,"['definitely', 'come', 'back']",0.0,28,3
I like Steiners because it's dark and it feels like a bar.,1,"['like', 'steiner', 'dark', 'feel', 'like', 'bar']",-0.15,45,6
Wow very spicy but delicious.,1,"['wow', 'spicy', 'delicious']",0.55,27,3
"If you're not familiar, check it out.",1,"['youre', 'familiar', 'check']",0.375,28,3
I'll take my business dinner dollars elsewhere.,0,"['ill', 'take', 'business', 'dinner', 'dollar', 'elsewhere']",-0.5,55,6
I'd love to go back.,1,"['id', 'love', 'go', 'back']",0.25,25,4
"Anyway, this FS restaurant has a wonderful breakfast/lunch.",1,"['anyway', 'f', 'restaurant', 'wonderful', 'breakfastlunch']",1.0,56,5
Nothing special.,0,"['nothing', 'special']",0.35714285714285715,21,2
Each day of the week they have a different deal and it's all so delicious!,1,"['day', 'week', 'different', 'deal', 'delicious']",0.5,45,5
